"Url","Sold","Auction Date","Title","Distillery","Region","Strength","Distillery Status","Cask Type","Currency","Bulk Litres","Rla","Filling Date","Cask Filling","Previous Spirit","Regauged Date","Age","Bottles At Cask Strength","Buyer Price","Price Per Bottle At Cask Strength","Price Per Litre Of Alcohol","Country","Auction House"
"https://whiskyauctioneer.com/lot/335421/1-glenglassaugh-2015-1st-fill-oloroso-octave-60b-cask-storage-whiskybroker",TRUE,"08/03/2021","Glenglassaugh 2015 1st Fill Oloroso Octave","Glenglassaugh","Highlands","59.7","Operational","Octave","Great Britain Pound (£)","44.4","26.51","10/09/2015","First Fill","Sherry",NA,"5.49","63.43","2025","28.38","76.39","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/327957/1-dalmunach-2016-barrel-934-cask-storage-whiskybroker",TRUE,"08/02/2021","Dalmunach 2016 Barrel","Dalmunach","Speyside","67.3","Operational","Barrel","Great Britain Pound (£)","192.01","129.22","11/10/2016",NA,NA,"13/01/2021","4.33","274.3","4387.5","14.22","33.95","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/327959/1-glenglassaugh-2015-1st-fill-oloroso-octave-60-cask-storage-whiskybroker",TRUE,"08/02/2021","Glenglassaugh 2015 1st Fill Oloroso Octave","Glenglassaugh","Highlands","59.7","Operational","Octave","Great Britain Pound (£)","44.4","26.51","10/09/2015","First Fill","Sherry",NA,"5.42","63.43","2925","40.99","110.34","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/327961/1-glenglassaugh-2015-1st-fill-oloroso-octave-60a-cask-storage-whiskybroker",TRUE,"08/02/2021","Glenglassaugh 2015 1st Fill Oloroso Octave","Glenglassaugh","Highlands","59.7","Operational","Octave","Great Britain Pound (£)","44.4","26.51","10/09/2015","First Fill","Sherry",NA,"5.42","63.43","2475","34.68","93.36","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/329226/1-ardmore-2008-1st-fill-oloroso-octave-708522a-cask-storage-whiskybroker",TRUE,"08/02/2021","Ardmore 2008 1st Fill Oloroso Octave","Ardmore","Highlands","57.6","Operational","Octave","Great Britain Pound (£)","50.21","28.92","01/01/2008","First Fill","Sherry",NA,"13.11","71.73","2925","36.25","101.14","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/321454/1-tullibardine-2016-1st-fill-oloroso-octave-265b-cask-storage-whiskybroker",TRUE,"11/01/2021","Tullibardine 2016 1st Fill Oloroso Octave","Tullibardine","Highlands","66.6","Operational","Octave","Great Britain Pound (£)","45.37","30.22","01/01/2016","First Fill","Sherry",NA,"5.03","64.81","1801.12","24.7","59.6","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/321456/1-tullibardine-2016-1st-fill-oloroso-octave-265c-cask-storage-whiskybroker",TRUE,"11/01/2021","Tullibardine 2016 1st Fill Oloroso Octave","Tullibardine","Highlands","66.6","Operational","Octave","Great Britain Pound (£)","44.26","29.48","01/01/2016","First Fill","Sherry",NA,"5.03","63.23","1749.38","24.59","59.34","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/321459/1-aultmore-2011-oloroso-octave-800613b-cask-storage-whiskybroker",TRUE,"11/01/2021","Aultmore 201Oloroso Octave","Aultmore","Speyside","60.2","Operational","Octave","Great Britain Pound (£)","53.9","32.45","01/01/2011",NA,"Sherry",NA,"10.03","77","3346.88","38.64","103.14","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/323417/1-tobermory-1995-hogshead-1975-cask-storage-deanston-distillery",FALSE,"11/01/2021","Tobermory 1995 Hogshead","Tobermory","Islands","53.1","Operational","Hogshead","Great Britain Pound (£)","170","90.27","14/12/1995",NA,NA,"15/09/2020","25.08","242.86","19687.5","72.06","218.1","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/309996/1-tullibardine-2018-1st-fill-sherry-octave-8000036e-cask-storage-whiskybroker",TRUE,"07/12/2020","Tullibardine 2018 1st Fill Sherry Octave","Tullibardine","Highlands","69.7","Operational","Octave","Great Britain Pound (£)","52.6","36.66","01/01/2018","First Fill","Sherry",NA,"2.93","75.14","1406.25","16.64","38.36","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/309998/1-glenrothes-2015-oloroso-sherry-hogshead-5752-cask-storage-whiskybroker",TRUE,"07/12/2020","Glenrothes 2015 Oloroso Sherry Hogshead","Glenrothes","Speyside","66","Operational","Hogshead","Great Britain Pound (£)","209.78","138.45","01/01/2015",NA,"Sherry","13/10/2020","5.93","299.69","4950","14.68","35.75","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/314182/1-bunnahabhain-2010-sherry-hogshead-901248-cask-storage-whiskybroker",NA,"07/12/2020","Bunnahabhain 2010 Sherry Hogshead","Bunnahabhain","Islay","66.1","Operational","Hogshead","Great Britain Pound (£)","225.1","148.79","11/11/2010",NA,"Sherry","08/07/2020","10.07","321.57","17438.62","48.2","117.2","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/299532/1-port-dundas-2009-bourbon-hogshead-728313-cask-storage-whiskybroker",TRUE,"09/11/2020","Port Dundas 2009 Bourbon Hogshead","Port Dundas","Lowlands","63","Closed","Hogshead","Great Britain Pound (£)","223.85","141.03","01/01/2009",NA,"Bourbon","02/10/2020","11.85","319.79","4050","11.26","28.72","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/299533/1-glen-moray-2015-bourbon-barrel-365-cask-storage-whiskybroker",TRUE,"09/11/2020","Glen Moray 2015 Bourbon Barrel","Glen Moray","Speyside","61.2","Operational","Barrel","Great Britain Pound (£)","117.79","72.09","01/01/2015",NA,"Bourbon","05/10/2020","5.86","168.27","3037.5","16.05","42.13","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/299534/1-tullibardine-2018-1st-fill-sherry-octave-8000036a-cask-storage-whiskybroker",TRUE,"09/11/2020","Tullibardine 2018 1st Fill Sherry Octave","Tullibardine","Highlands","69.7","Operational","Octave","Great Britain Pound (£)","52.6","36.66","01/01/2018","First Fill","Sherry","08/10/2020","2.86","75.14","1800","21.29","49.1","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/299830/glen-moray-2007-barrel-6343-cask-storage-whiskybroker",FALSE,"09/11/2020","Glen Moray 2007 Barrel","Glen Moray","Speyside","59.6","Operational","Barrel","Great Britain Pound (£)","148","88.21","01/01/2009",NA,NA,"09/09/2020","11.85","211.43","5850","24.59","66.32","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/299832/glentauchers-2009-bourbon-barrel-700240-cask-storage-whiskybroker",FALSE,"09/11/2020","Glentauchers 2009 Bourbon Barrel","Glentauchers","Speyside","59.8","Operational","Barrel","Great Britain Pound (£)","167.3","100.05","01/01/2009",NA,"Bourbon","09/09/2020","11.85","239","5512.5","20.5","55.1","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/299840/ledaig-2009-hogshead-700502-cask-storage-whiskybroker",TRUE,"09/11/2020","Ledaig 2009 Hogshead","Tobermory","Islands","59.9","Operational","Hogshead","Great Britain Pound (£)","200.74","120.24",NA,NA,NA,"08/10/2020",NA,"286.77","15187.5","47.08","126.31","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/299853/1-bruichladdich-2010-fresh-bourbon-barrel-2027-cask-storage-bruichladdich",TRUE,"09/11/2020","Bruichladdich 2010 Fresh Bourbon Barrel","Bruichladdich","Islay","61.1","Operational","Barrel","Great Britain Pound (£)","172","105.09","06/09/2010","First Fill","Bourbon","01/03/2020","10.18","245.71","14625","52.91","139.17","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/302008/1-bruichladdich-2010-fresh-bourbon-barrel-2033-cask-storage-bruichladdich",TRUE,"09/11/2020","Bruichladdich 2010 Fresh Bourbon Barrel","Bruichladdich","Islay","60.5","Operational","Barrel","Great Britain Pound (£)","164","99.22","06/09/2010","First Fill","Bourbon","01/10/2020","10.18","234.29","14062.5","53.35","141.73","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/302013/1-royal-brackla-2007-hogshead-305002-cask-storage-whiskybroker",FALSE,"09/11/2020","Royal Brackla 2007 Hogshead","Royal Brackla","Highlands","61.2","Operational","Hogshead","Great Britain Pound (£)","182.25","111.54","01/01/2007",NA,NA,"19/10/2020","13.86","260.36","5512.5","18.82","49.42","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/290805/1-north-british-2007-bourbon-hogshead-315687-cask-storage-whiskybroker",TRUE,"05/10/2020","North British 2007 Bourbon Hogshead","North British","Lowlands","59.9","Operational","Hogshead","Great Britain Pound (£)","205.32","122.99","01/01/2007",NA,"Bourbon","01/01/0019","13.76","293.31","3037.5","9.21","24.7","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/294703/1-bruichladdich-2010-fresh-bourbon-barrel-2042-cask-storage-bruichladdich",TRUE,"05/10/2020","Bruichladdich 2010 Fresh Bourbon Barrel","Bruichladdich","Islay","62.9","Operational","Barrel","Great Britain Pound (£)","174","109.45","06/09/2010","First Fill","Bourbon",NA,"10.08","248.57","12376.12","44.26","113.08","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/286522/1-north-british-2007-bourbon-hogshead-315686-cask-storage-whiskybroker",TRUE,"07/09/2020","North British 2007 Bourbon Hogshead","North British","Lowlands","61.8","Operational","Hogshead","Great Britain Pound (£)","209.49","129.46","01/01/2007",NA,"Bourbon","01/01/0020","13.68","299.27","5681.25","16.87","43.88","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/276854/1-glenrothes-2009-px-sherry-hogshead-4156-cask-storage-whiskybroker",TRUE,"03/08/2020","Glenrothes 2009 PX Sherry Hogshead","Glenrothes","Speyside","64.8","Operational","Hogshead","Great Britain Pound (£)","213.72","138.49","13/05/2009",NA,"Sherry","21/05/2020","11.23","305.31","9450","27.51","68.24","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/276856/1-springbank-1991-first-fill-oloroso-sherry-cask-411-cask-storage-whiskybroker",FALSE,"03/08/2020","Springbank 199First Fill Oloroso Sherry Cask","Springbank","Campbeltown","50.2","Operational",NA,"Great Britain Pound (£)","115","57.73","01/01/1991","First Fill","Sherry","18/03/2020","29.59","164.29","56925","307.99","986.06","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/271164/1-north-british-2006-bourbon-barrel-818381-cask-storage-whiskybroker",TRUE,"06/07/2020","North British 2006 Bourbon Barrel","North British","Lowlands","61.5","Operational","Barrel","Great Britain Pound (£)","117.43","72.22","28/12/2006",NA,"Bourbon","05/06/2020","13.52","167.76","3937.5","20.86","54.52","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/271165/1-port-dundas-2009-bourbon-hogshead-756131-cask-storage-whiskybroker",TRUE,"06/07/2020","Port Dundas 2009 Bourbon Hogshead","Port Dundas","Lowlands","64.2","Closed","Hogshead","Great Britain Pound (£)","223.31","143.37","01/01/2009",NA,"Bourbon","05/06/2020","11.51","319.01","5625","15.67","39.23","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/260502/1-bruichladdich-2011-fresh-bourbon-barrel-3240-cask-storage-bruichladdich",TRUE,"01/06/2020","Bruichladdich 201Fresh Bourbon Barrel","Bruichladdich","Islay","63.7","Operational","Barrel","Great Britain Pound (£)","173","110.2","21/09/2011","First Fill","Bourbon","02/03/2020","8.7","247.14","9225","33.18","83.71","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/259497/1-bruichladdich-2003-fresh-bourbon-barrel-252-cask-storage-whiskybroker",TRUE,"06/04/2020","Bruichladdich 2003 Fresh Bourbon Barrel","Bruichladdich","Islay","59.3","Operational","Barrel","Great Britain Pound (£)","109","64.64","30/05/2003","First Fill","Bourbon","26/02/2020","16.85","155.71","9000","51.38","139.23","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/251162/1-glentauchers-2009-bourbon-barrel-700239-cask-held-bond-hah-whisky",TRUE,"11/03/2020","Glentauchers 2009 Bourbon Barrel","Glentauchers","Speyside","59.9","Operational","Barrel","Great Britain Pound (£)","159","95.24","01/01/2009",NA,"Bourbon","01/02/2020","11.19","227.14","4612.5","18.05","48.43","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/251163/1-glentauchers-2009-bourbon-barrel-700240-cask-held-bond-hah-whisky",TRUE,"11/03/2020","Glentauchers 2009 Bourbon Barrel","Glentauchers","Speyside","60.8","Operational","Barrel","Great Britain Pound (£)","318","193.34","01/01/2009",NA,"Bourbon","01/02/2020","11.19","454.29","4050","7.92","20.95","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/252546/1-port-dundas-2009-hogshead-756119-cask-storage-whiskybroker",TRUE,"11/03/2020","Port Dundas 2009 Hogshead","Port Dundas","Lowlands","65.5","Closed","Hogshead","Great Britain Pound (£)","211.5","138.53","01/01/2009",NA,"Port","01/11/2019","11.19","302.14","5006.25","14.73","36.14","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/253215/1-bruichladdich-2006-fresh-bourbon-barrel-1246-cask-storage-bruichladdich",TRUE,"11/03/2020","Bruichladdich 2006 Fresh Bourbon Barrel","Bruichladdich","Islay","63.1","Operational","Barrel","Great Britain Pound (£)","161","101.59","12/07/2006","First Fill","Bourbon","01/11/2019","13.66","230","12375","47.83","121.81","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/253252/1-lindores-abbey-2020-ex-australian-muscat-hogshead-300-litre-bushfire-appeal-charity",NA,"11/03/2020","Lindores Abbey 2020 ex-Australian Muscat Hogshead 300 Litre","Lindores Abbey","Lowlands",NA,"Operational","Hogshead","Great Britain Pound (£)","300",NA,NA,NA,"Wine",NA,NA,"428.57","6075","12.6",NA,"Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/246047/1-bruichladdich-%E2%80%8B2008-rivesaltes-hogshead-11-year-old-1758-cask-storage-bruichladdich",TRUE,"03/02/2020","Bruichladdich ​2008 Rivesaltes Hogshead 1Year Old","Bruichladdich","Islay","62.1","Operational","Hogshead","Great Britain Pound (£)","194","120.47","18/07/2008",NA,"Wine","01/12/2019","11.55","277.14","13500","43.3","112.06","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/246411/1-bruichladdich-2006-fresh-bourbon-barrel-1246-cask-storage-bruichladdich",FALSE,"03/02/2020","Bruichladdich 2006 Fresh Bourbon Barrel","Bruichladdich","Islay","63.1","Operational","Barrel","Great Britain Pound (£)","161","101.59","12/07/2006","First Fill","Bourbon","01/11/2019","13.56","230","11812.5","45.65","116.28","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/241194/1-bruichladdich-2006-fresh-bourbon-barrel-1246-cask-storage-bruichladdich",FALSE,"06/01/2020","Bruichladdich 2006 Fresh Bourbon Barrel","Bruichladdich","Islay","63.1","Operational","Barrel","Great Britain Pound (£)","161","101.59","12/07/2006","First Fill","Bourbon","01/11/2019","13.49","230","12375","47.83","121.81","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/229661/1-bruichladdich-2005-fresh-bourbon-barrel-417-cask-storage-bruichladdich",TRUE,"02/12/2019","Bruichladdich 2005 Fresh Bourbon Barrel","Bruichladdich","Islay","61.2","Operational","Barrel","Great Britain Pound (£)","155","94.86","08/06/2005","First Fill","Bourbon","01/11/2019","14.48","221.43","13500","54.19","142.31","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/233038/1-bruichladdich-2003-fresh-bourbon-barrel-252-cask-storage-whiskybroker",FALSE,"02/12/2019","Bruichladdich 2003 Fresh Bourbon Barrel","Bruichladdich","Islay","58.1","Operational","Barrel","Great Britain Pound (£)","121.81","70.77","30/05/2003","First Fill","Bourbon","14/06/2019","16.51","174.01","11250","57.47","158.97","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/203503/1-longmorn-2008-refill-barrel-1225-cask-storage-whiskybroker",TRUE,"02/09/2019","Longmorn 2008 Refill Barrel","Longmorn","Speyside","58.2","Operational","Barrel","Great Britain Pound (£)","182.5","106.22","30/10/2008","Second Fill",NA,"22/07/2019","10.84","260.71","6750","23.01","63.55","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/203603/1-ben-nevis-1996-hogshead-878-cask-storage-ben-nevis-distillery-sample-tbc",FALSE,"02/09/2019","Ben Nevis 1996 Hogshead","Ben Nevis","Highlands","49.5","Operational","Hogshead","Great Britain Pound (£)","169.29","83.8","09/07/1996",NA,NA,"01/06/2019","23.15","241.84","11250","41.35","134.25","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/205401/1-bruichladdich-2011-fresh-bourbon-barrel-3241-cask-storage-bruichladdich",TRUE,"02/09/2019","Bruichladdich 201Fresh Bourbon Barrel","Bruichladdich","Islay","63.6","Operational","Barrel","Great Britain Pound (£)","169","107.48","21/09/2011","First Fill","Bourbon","22/07/2019","7.95","241.43","11255.62","41.44","104.72","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/190317/1-caroni-1997-barrel-60-cask-storage-whiskybroker",TRUE,"01/07/2019","Caroni 1997 Barrel","Caroni","Trinidad","64.5","Closed","Barrel","Great Britain Pound (£)","162.3","104.68","01/01/1997",NA,"Rum","13/05/2019","22.49","231.86","32625","125.08","311.66","Trinidad","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/183740/1-caroni-1997-barrel-82-cask-storage-whiskybroker",TRUE,"20/05/2019","Caroni 1997 Barrel","Caroni","Trinidad","61.7","Closed","Barrel","Great Britain Pound (£)","158","97.49","01/01/1997",NA,"Rum","11/04/2019","22.38","225.71","28125","110.76","288.49","Trinidad","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/183741/1-caroni-1997-barrel-84-cask-storage-whiskybroker",TRUE,"20/05/2019","Caroni 1997 Barrel","Caroni","Trinidad","62.1","Closed","Barrel","Great Britain Pound (£)","168.6","104.7","01/01/1997",NA,"Rum","11/04/2019","22.38","240.86","28125","103.79","268.62","Trinidad","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/182617/1-tullibardine-2007-first-fill-bourbon-barrel-173-cask-storage-tullibardine-distillery",TRUE,"06/05/2019","Tullibardine 2007 First-Fill Bourbon Barrel","Tullibardine","Highlands","58.5","Operational","Barrel","Great Britain Pound (£)","152.7","90.5","01/12/2007","First Fill","Bourbon","01/01/2019","11.43","218.14","4500","18.34","49.72","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/176855/1-tullibardine-2007-first-fill-bourbon-barrel-173-cask-storage-tullibardine-distillery",FALSE,"08/04/2019","Tullibardine 2007 First-Fill Bourbon Barrel","Tullibardine","Highlands","58.5","Operational","Barrel","Great Britain Pound (£)","152.7","90.5","01/12/2007","First Fill","Bourbon","01/01/2019","11.35","218.14","4050","16.5","44.75","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/151628/1-speyside-1996-hogshead-49-cask-storage-inver-house",TRUE,"07/01/2019","Speyside 1996 Hogshead","Speyside","Highlands","53","Operational","Hogshead","Great Britain Pound (£)","148","78.44","01/01/1996",NA,NA,"26/11/2018","23.02","211.43","6750","28.38","86.05","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/148022/1-glasgow-2015-ex-sherry-quarter-cask-157-cask-storage-glasgow-distillery",TRUE,"03/12/2018","Glasgow 2015 Ex-Sherry Quarter Cask","Glasgow","Lowlands","61.43","Operational","Quarter Cask","Great Britain Pound (£)","43.27","26.58","01/12/2015",NA,"Sherry","01/11/2018","3.01","61.81","1743.75","25.08","65.6","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/137230/1-macallan-1990-hogshead-1014-cask-storage-macallan",TRUE,"05/11/2018","Macallan 1990 Hogshead","Macallan","Speyside","47.8","Operational","Hogshead","Great Britain Pound (£)","159","76","23/01/1990",NA,NA,"11/06/2018","28.78","227.14","91687.5","358.81","1206.41","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/136579/1-ben-nevis-1996-butt-2117-21-year-old-cask-storage-whisky-broker",TRUE,"08/10/2018","Ben Nevis 1996 Butt","Ben Nevis","Highlands","57.2","Operational","Butt","Great Britain Pound (£)","415.59","237.77","28/11/1996",NA,NA,NA,"21.86","593.7","22500","33.69","94.63","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/116969/1-dufftown-2008-diamond-rum-barrel-93-cask-storage-whisky-broker",FALSE,"02/07/2018","Dufftown 2008 Diamond Rum Barrel","Dufftown","Speyside","59.9","Operational","Barrel","Great Britain Pound (£)","201","120.4","06/03/2008",NA,"Rum",NA,"10.32","287.14","2925","9.05","24.29","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/116970/1-glenburgie-2012-bourbon-barrel-800616-cask-storage-whisky-broker",FALSE,"02/07/2018","Glenburgie 2012 Bourbon Barrel","Glenburgie","Speyside","60.1","Operational","Barrel","Great Britain Pound (£)","183","109.98","06/11/2012",NA,"Bourbon","02/10/2017","5.65","261.43","2812.5","9.56","25.57","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/117174/1-ben-nevis-1996-guthrie-cask-2117-21-year-old-cask-storage-ben-nevis",FALSE,"02/07/2018","Ben Nevis 1996 Guthrie Cask","Ben Nevis","Highlands","57.2","Operational",NA,"Great Britain Pound (£)","398.65","230.76","28/11/1996",NA,"Wine","01/12/2017","21.59","569.5","19687.5","30.73","85.32","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/121254/1-glen-moray-1981-hogshead-454-cask-storage-glen-moray",FALSE,"02/07/2018","Glen Moray 198Hogshead","Glen Moray","Speyside","49.26","Operational","Hogshead","Great Britain Pound (£)","118","58.13","06/02/1981",NA,NA,"20/03/2018","37.4","168.57","25875","136.44","445.12","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/116907/1-glen-moray-1981-hogshead-454-cask-storage-glen-moray",FALSE,"04/06/2018","Glen Moray 198Hogshead","Glen Moray","Speyside","49.26","Operational","Hogshead","Great Britain Pound (£)","118","58.13","06/02/1981",NA,NA,"20/03/2018","37.32","168.57","28687.5","151.27","493.51","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/107055/1-bruichladdich-%E2%80%8Brivesaltes-wine-barrique-2004-716-cask-storage-bruichladdich",TRUE,"07/05/2018","Bruichladdich ​Rivesaltes Wine Barrique 2004","Bruichladdich","Islay","64.1","Operational","Barrique","Great Britain Pound (£)","201","128.84","01/01/2004",NA,"Wine","01/03/2018","14.35","287.14","14456.25","44.75","112.2","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/112691/1-ben-nevis-1996-guthrie-cask-2117-21-year-old-cask-storage-ben-nevis",FALSE,"07/05/2018","Ben Nevis 1996 Guthrie Cask","Ben Nevis","Highlands","57.2","Operational",NA,"Great Britain Pound (£)","398.65","230.76","28/11/1996",NA,"Wine","01/12/2017","21.44","569.5","22500","35.12","97.5","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/103695/1-ben-nevis-1996-sherry-butt-2117-21-year-old-cask-storage-ben-nevis",TRUE,"02/04/2018","Ben Nevis 1996 Sherry Butt","Ben Nevis","Highlands","57.2","Operational","Butt","Great Britain Pound (£)","398.65","230.76","28/11/1996",NA,"Sherry","01/12/2017","21.34","569.5","51142.5","79.82","221.63","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/71447/1-ardmore-2010-bourbon-cask-803520-lightly-peated-stored-whisky-broker",FALSE,"03/07/2017","Ardmore 2010 Bourbon Cask","Ardmore","Highlands",NA,"Operational",NA,"Great Britain Pound (£)",NA,NA,"01/01/2010",NA,"Bourbon","04/04/2017","7.5",NA,"1687.5",NA,NA,"Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/67898/1-linkwood-2010-refill-hogshead-cask-144-stored-whisky-broker",FALSE,"05/06/2017","Linkwood 2010 Refill Hogshead Cask","Linkwood","Speyside",NA,"Operational","Hogshead","Great Britain Pound (£)",NA,NA,"01/01/2010","Second Fill",NA,"04/04/2017","7.43",NA,"2475",NA,NA,"Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/65316/bruichladdich-2010-callejo-cask-2236-1-x-hogshead",TRUE,"08/05/2017","Bruichladdich 2010 Callejo Hogshead","Bruichladdich",NA,NA,"Operational","Hogshead","Great Britain Pound (£)",NA,NA,"14/09/2010",NA,NA,"01/12/2016","6.65",NA,"9112.5",NA,NA,NA,"WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/0225-01/cask-arran-2014-first-fill-sherry-hogshead-140913-stored-lochranza",FALSE,"10/03/2025","Arran 2014 First Fill Sherry Hogshead","Lochranza","Islands","57.3","Operational","Hogshead","Great Britain Pound (£)","202.7","116.15",NA,"First Fill","Sherry",NA,NA,"289.57","6862.5","21.07","59.08","Scotland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/0225-02/cask-adnams-2016-virgin-french-oak-695-stored-cadus-vaults",FALSE,"10/03/2025","Adnams 2016 Virgin French Oak","Copper House","England","68.06","Operational",NA,"Great Britain Pound (£)","135.22","92.03","12/08/2016","Virgin Oak","Virgin Oak",NA,"8.57","193.17","393.75","1.81","4.28","England","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/0225-03/cask-adnams-2016-virgin-french-oak-696-stored-cadus-vaults",FALSE,"10/03/2025","Adnams 2016 Virgin French Oak","Copper House","England","65.32","Operational",NA,"Great Britain Pound (£)","168.86","110.3","12/08/2016","Virgin Oak","Virgin Oak",NA,"8.57","241.23","393.75","1.45","3.57","England","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/0225-04/cask-dublin-liberties-2019-bourbon-barrel-spw002182-stored-stafford",FALSE,"10/03/2025","Dublin Liberties 2019 Bourbon Barrel","Dublin Liberties Distillery","Ireland","62.2","Operational","Barrel","Great Britain Pound (£)","154.85","96.32",NA,NA,"Bourbon",NA,NA,"221.21","393.75","1.58","4.09","Ireland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/0225-05/cask-dublin-liberties-2019-bourbon-barrel-spw002456-stored-stafford",FALSE,"10/03/2025","Dublin Liberties 2019 Bourbon Barrel","Dublin Liberties Distillery","Ireland","59.01","Operational","Barrel","Great Britain Pound (£)","177.77","104.9",NA,NA,"Bourbon",NA,NA,"253.96","393.75","1.38","3.75","Ireland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/0225-06/cask-dublin-liberties-2019-bourbon-barrel-spw002457-stored-stafford",FALSE,"10/03/2025","Dublin Liberties 2019 Bourbon Barrel","Dublin Liberties Distillery","Ireland","60.1","Operational","Barrel","Great Britain Pound (£)","176.04","105.8",NA,NA,"Bourbon",NA,NA,"251.49","393.75","1.39","3.72","Ireland","WhiskyAuctioneer"
"https://whiskyauctioneer.com/lot/0225-07/cask-dublin-liberties-2019-bourbon-barrel-spw002458-stored-stafford",FALSE,"10/03/2025","Dublin Liberties 2019 Bourbon Barrel","Dublin Liberties Distillery","Ireland","60.19","Operational","Barrel","Great Britain Pound (£)","160.12","96.38",NA,NA,"Bourbon",NA,NA,"228.74","393.75","1.53","4.09","Ireland","WhiskyAuctioneer"
