"auction_date","distillery","region","country","strength","rla","bulk_litres","distillery_status","cask_type","cask_filling","previous_spirit","age","bottles_at_cask_strength","volume_12m","volume_6m","volume_3m","inf_adj_hammer_price","inf_adj_hammer_price_per_bottle_at_cask_strength","inf_adj_hammer_price_per_litre_of_alcohol","inf_adj_hammer_price_per_litre_of_alcohol_per_age","inf_adj_hammer_price_per_age"
"2024-03-24","Glenrothes","Speyside","Scotland","64.6",149.1,"230.8","Operational","Hogshead",NA,"Sherry",16.23,329.71,81,55,42,16257.52,49.31,109.04,6.72,1001.7
"2021-05-30","Glenrothes","Speyside","Scotland","59.8",45.09,"75.4","Operational","Hogshead","Second Fill","Bourbon",30.41,107.71,95,57,18,18885.38,175.34,418.84,13.77,621.03
"2024-06-23","Hazelburn","Campbeltown","Scotland","51.2",85.35,"166.7","Closed","Hogshead",NA,NA,26.48,238.14,84,62,20,74899.33,314.52,877.56,33.14,2828.52
"2023-10-29","Highland Park","Highlands","Scotland","59.1",120.86,"204.5","Operational","Hogshead",NA,NA,17.82,292.14,36,21,10,21136.36,72.35,174.88,9.81,1186.1
"2025-11-23","Inchgower","Speyside","Scotland","55.83",113.9,"204.01","Operational","Barrique",NA,NA,14.89,291.44,78,12,1,3000,10.29,26.34,1.77,201.48
"2025-11-23","Inchgower","Speyside","Scotland","60.9",139.1,"228.4","Operational","Hogshead",NA,NA,4.89,326.29,78,12,1,1850,5.67,13.3,2.72,378.32
"2025-11-23","Ledaig (Tobermory)","Highlands","Scotland","63.09",118.1,"187.19",NA,"Barrel",NA,NA,4.89,267.41,78,12,1,2000,7.48,16.93,3.46,409
"2021-01-24","Ledaig (Tobermory)","Highlands","Scotland","57.6",122.21,"212.17",NA,"Hogshead",NA,NA,12.06,303.1,79,61,38,16637.61,54.89,136.14,11.29,1379.57
"2023-10-29","Lochindaal (Bruichladdich)","Islay","Scotland","61.1",96.11,"157.3",NA,"Barrel","First Fill","Bourbon",14.82,224.71,36,21,10,21453.41,95.47,223.22,15.06,1447.6
"2019-02-24","Macallan","Speyside","Scotland","44.6",67.79,"152","Operational","Hogshead",NA,NA,30.15,217.14,25,12,6,210948.03,971.48,3111.79,103.21,6996.62
"2021-03-28","Macallan","Speyside","Scotland","54.6",45.97,"84.2","Operational","Hogshead",NA,NA,31.24,120.29,95,65,28,160029.71,1330.37,3481.18,111.43,5122.59
"2019-10-27","Macallan","Speyside","Scotland","52.1",66.69,"128","Operational","Hogshead","First Fill",NA,30.82,182.86,21,11,5,206738.23,1130.58,3099.99,100.58,6707.92
"2022-07-24","Macallan","Speyside","Scotland","45.1",38.47,"85.3","Operational","Hogshead","Second Fill",NA,32.56,121.86,110,56,23,159997.96,1312.97,4159.03,127.73,4913.94
"2022-04-24","Macallan","Speyside","Scotland","51.5",192.61,"374","Operational","Butt","Second Fill",NA,34.31,534.29,97,63,33,1064268.75,1991.93,5525.51,161.05,31019.2
"2020-07-26","Macallan","Speyside","Scotland","50.2",70.28,"140","Operational","Hogshead",NA,NA,30.57,200,28,18,7,278104.95,1390.52,3957.1,129.44,9097.32
"2020-04-26","Macduff","Highlands","Scotland","63.5",135.89,"214","Operational","Barrique","First Fill",NA,11.32,305.71,27,16,11,7714.29,25.23,56.77,5.01,681.47
"2024-03-24","Macduff","Highlands","Scotland","62.8",129.18,"205.7","Operational","Barrique","First Fill",NA,15.23,293.86,81,55,42,10383.83,35.34,80.38,5.28,681.8
"2020-09-27","Miltonduff","Speyside","Scotland","65.5",299.99,"458","Operational","Butt",NA,NA,11.74,654.29,42,30,17,17901.01,27.36,59.67,5.08,1524.79
"2020-07-26","North British","Lowlands","Scotland","68.6",233.93,"341","Operational","Butt",NA,"Sherry",4.57,487.14,28,18,7,3708.07,7.61,15.85,3.47,811.39
"2025-01-05","North British","Lowlands","Scotland","60.1",90.15,"150","Operational","Barrel",NA,"Bourbon",15.01,214.29,105,63,26,2369.65,11.06,26.29,1.75,157.87
"2022-02-27","North British","Lowlands","Scotland","61.3",79.63,"129.9","Operational","Barrel",NA,"Bourbon",12.16,185.57,85,59,25,1355.25,7.3,17.02,1.4,111.45
"2020-07-26","North British","Lowlands","Scotland","62.8",67.2,"107","Operational","Barrel",NA,"Bourbon",10.57,152.86,28,18,7,1949.93,12.76,29.02,2.75,184.48
"2020-05-24","North British","Lowlands","Scotland","61.1",62.32,"102","Operational","Barrel",NA,"Bourbon",10.39,145.71,29,18,13,1703.57,11.69,27.34,2.63,163.96
"2021-05-30","North British","Lowlands","Scotland","69.1",135.44,"196","Operational","Barrel",NA,"Bourbon",11.41,280,95,57,18,2266.25,8.09,16.73,1.47,198.62
"2020-11-22","North British","Lowlands","Scotland","60.9",90.74,"149","Operational","Barrel",NA,"Bourbon",14.89,212.86,56,38,26,2561.98,12.04,28.23,1.9,172.06
"2020-05-24","North British","Lowlands","Scotland","67.3",77.39,"115","Operational","Barrel",NA,"Bourbon",4.39,164.29,29,18,13,2217.86,13.5,28.66,6.53,505.21
"2023-03-26","North British","Lowlands","Scotland","61.2",112,"183","Operational","Barrel",NA,"Bourbon",13.23,261.43,52,11,2,1975.08,7.55,17.63,1.33,149.29
"2020-11-22","North British","Lowlands","Scotland","61.8",101.35,"164","Operational","Barrel",NA,"Bourbon",14.89,234.29,56,38,26,2561.98,10.94,25.28,1.7,172.06
"2020-10-25","Port Dundas","Lowlands","Scotland","62.2",131.24,"211","Closed","Hogshead",NA,"Port",11.81,301.43,46,30,23,5178.51,17.18,39.46,3.34,438.49
"2021-01-03","Port Dundas","Lowlands","Scotland","61.3",120.09,"195.9","Closed","Hogshead",NA,"Port",12.01,279.86,79,61,38,4479.36,16.01,37.3,3.11,372.97
"2022-02-27","Port Dundas","Lowlands","Scotland","56.4",93.29,"165.4","Closed","Hogshead","Second Fill","Bourbon",22.16,236.29,85,59,25,8553.11,36.2,91.68,4.14,385.97
"2020-07-26","Royal Brackla","Highlands","Scotland","61.9",82.33,"133","Operational","Hogshead","First Fill","Sherry",6.57,190,28,18,7,6521.08,34.32,79.21,12.06,992.55
"2023-10-29","Speyside","Speyside","Scotland","51.2",79.56,"155.4","Operational","Hogshead",NA,"Sherry",31.82,222,36,21,10,23250,104.73,292.23,9.18,730.67
"2025-05-25","Speyside","Speyside","Scotland","68.7",117.96,"171.7","Operational","Barrel",NA,NA,3.39,245.29,134,66,22,1587.52,6.47,13.46,3.97,468.29
"2022-06-26","Speyside","Speyside","Scotland","65.1",242.17,"372","Operational","Butt",NA,"Sherry",26.48,531.43,108,55,31,43808.5,82.44,180.9,6.83,1654.4
"2024-04-28","Springbank","Campbeltown","Scotland","48.9",80.05,"163.7","Operational","Hogshead",NA,NA,26.32,233.86,78,57,12,96134.83,411.08,1200.93,45.63,3652.54
"2022-05-29","Springbank","Campbeltown","Scotland","52.4",70.95,"135.4","Operational","Hogshead","First Fill","Sherry",29.4,193.43,106,64,39,162826.99,841.79,2294.95,78.06,5538.33
"2024-01-02","Springbank","Campbeltown","Scotland","50.5",52.87,"104.7","Operational","Barrel","Second Fill","Bourbon",31,149.57,75,55,45,116692.02,780.18,2207.15,71.2,3764.26
"2024-04-28","Springbank","Campbeltown","Scotland","46.5",22.88,"49.2","Operational","Hogshead","First Fill","Sherry",27.32,70.29,78,57,12,36573.03,520.32,1598.47,58.51,1338.69
"2021-10-24","Springbank","Campbeltown","Scotland","44.6",59.76,"134","Operational","Hogshead","First Fill","Sherry",23.81,191.43,99,34,24,89643.49,468.28,1500.06,63,3764.95
"2025-11-23","Staoisha (Bunnahabhain)","Islay","Scotland","62.195",112.21,"180.41",NA,"Barrique",NA,NA,3.89,257.73,78,12,1,2550,9.89,22.73,5.84,655.53
"2023-08-27","Staoisha (Bunnahabhain)","Islay","Scotland","59.6",104.48,"175.3",NA,"Barrel",NA,NA,10.65,250.43,32,21,4,10199.54,40.73,97.62,9.17,957.7
"2025-11-23","teithmill (Deanston)","Speyside","Scotland","65.3",123.1,"188.51",NA,"Barrel",NA,NA,4.89,269.3,78,12,1,1150,4.27,9.34,1.91,235.17
"2025-11-23","teithmill (Deanston)","Speyside","Scotland","65.8",124.99,"189.96",NA,"Barrel",NA,NA,4.89,271.37,78,12,1,1225,4.51,9.8,2,250.51
"2025-11-23","teithmill (Deanston)","Speyside","Scotland","61.6",120.9,"196.26",NA,"Barrel",NA,NA,4.89,280.37,78,12,1,1225,4.37,10.13,2.07,250.51
"2025-11-23","teithmill (Deanston)","Speyside","Scotland","65.4",125.9,"192.5",NA,"Barrel",NA,NA,4.89,275,78,12,1,1325,4.82,10.52,2.15,270.96
"2025-11-23","teithmill (Deanston)","Speyside","Scotland","65.5",121.5,"185.49",NA,"Barrel",NA,NA,4.89,264.99,78,12,1,1200,4.53,9.88,2.02,245.4
"2025-11-23","teithmill (Deanston)","Speyside","Scotland","62.7",102.6,"163.63",NA,"Barrel",NA,NA,4.89,233.76,78,12,1,1125,4.81,10.96,2.24,230.06
"2025-11-23","teithmill (Deanston)","Speyside","Scotland","62.7",114.4,"182.45",NA,"Barrel",NA,NA,4.89,260.64,78,12,1,1275,4.89,11.15,2.28,260.74
"2025-11-23","teithmill (Deanston)","Speyside","Scotland","61.8",117.1,"189.48",NA,"Barrel",NA,NA,4.89,270.69,78,12,1,1150,4.25,9.82,2.01,235.17
"2025-11-23","teithmill (Deanston)","Speyside","Scotland","63.3",119.6,"188.94",NA,"Barrel",NA,NA,4.89,269.91,78,12,1,1275,4.72,10.66,2.18,260.74
"2025-11-23","teithmill (Deanston)","Speyside","Scotland","62",65.5,"105.64",NA,"Barrel",NA,NA,4.89,150.91,78,12,1,1100,7.29,16.79,3.43,224.95
"2025-05-25","teithmill (Deanston)","Speyside","Scotland","63.6",152.04,"239.05",NA,"Hogshead",NA,NA,6.4,341.5,134,66,22,2015.9,5.9,13.26,2.07,314.98
"2021-03-28","Tobermory","Highlands","Scotland","54.4",77.25,"142","Operational","Hogshead",NA,NA,27.24,202.86,95,65,28,15429.16,76.06,199.73,7.33,566.42
"2022-10-30","Tobermory","Highlands","Scotland","51.1",204.4,"400","Operational","Butt",NA,NA,28.83,571.43,95,32,9,63559.83,111.23,310.96,10.79,2204.64
"2024-05-26","Tobermory","Highlands","Scotland","46.9",66.69,"142.2","Operational","Hogshead",NA,NA,29.4,203.14,77,59,13,15627.33,76.93,234.33,7.97,531.54
"2021-01-03","Tullibardine","Highlands","Scotland","66.6",30.21,"45.36","Operational","Octave","First Fill","Sherry",5.01,64.8,79,61,38,1535.78,23.7,50.84,10.15,306.54
"2025-06-22","Tullibardine","Highlands","Scotland","63.6",94.45,"148.5","Operational","Barrel",NA,NA,16.47,212.14,131,61,22,2033.75,9.59,21.53,1.31,123.48
"2021-02-21","Tullibardine","Highlands","Scotland","62.4",70.83,"113.51","Operational","Quarter Cask","First Fill","Sherry",6.14,162.16,90,65,39,3452.34,21.29,48.74,7.94,562.27
"2021-08-29","Tullibardine","Highlands","Scotland","68.9",43.49,"63.12","Operational","Octave","First Fill","Wine",3.66,90.17,91,26,8,1219.54,13.52,28.04,7.66,333.21
"2021-02-21","Tullibardine","Highlands","Scotland","62.4",34.05,"54.57","Operational","Octave","First Fill","Sherry",6.14,77.96,90,65,39,1822.07,23.37,53.51,8.72,296.75
"2021-01-03","Tullibardine","Highlands","Scotland","66.6",30.21,"45.36","Operational","Octave","First Fill","Sherry",5.01,64.8,79,61,38,1663.76,25.68,55.07,10.99,332.09
"2021-01-03","Tullibardine","Highlands","Scotland","68.8",39.88,"57.97","Operational","Octave","First Fill","Wine",3.01,82.81,79,61,38,1663.76,20.09,41.72,13.86,552.74
"2021-08-29","Tullibardine","Highlands","Scotland","68.9",37.01,"53.71","Operational","Octave","First Fill","Bourbon",3.66,76.73,91,26,8,1169.76,15.25,31.61,8.64,319.61
"2025-11-23","Tullibardine","Highlands","Scotland","51.02",77.1,"151.11","Operational","Barrel",NA,NA,13.89,215.87,78,12,1,2700,12.51,35.02,2.52,194.38
"2021-08-29","Tullibardine","Highlands","Scotland","68.9",43.49,"63.12","Operational","Octave","First Fill","Wine",3.66,90.17,91,26,8,1194.65,13.25,27.47,7.51,326.41
"2021-01-03","Tullibardine","Highlands","Scotland","68.8",35.67,"51.84","Operational","Octave","First Fill","Sherry",3.01,74.06,79,61,38,1631.77,22.03,45.75,15.2,542.12
"2025-04-27","Tullibardine","Highlands","Scotland","61.1",101.49,"166.1","Operational","Barrel",NA,NA,2.32,237.29,134,67,41,1640.29,6.91,16.16,6.97,707.02
"2021-08-29","Tullibardine","Highlands","Scotland","68.9",42.73,"62.02","Operational","Octave","First Fill","Wine",3.66,88.6,91,26,8,1244.42,14.05,29.12,7.96,340.01
"2021-08-29","Tullibardine","Highlands","Scotland","68.9",34.72,"50.39","Operational","Octave","First Fill","Sherry",3.66,71.99,91,26,8,1144.87,15.9,32.97,9.01,312.81
"2021-09-26","Tullibardine","Highlands","Scotland","66.7",123.9,"185.75","Operational","Barrel",NA,"Bourbon",5.74,265.36,98,33,18,4343.86,16.37,35.06,6.11,756.77
"2021-11-28","Tullibardine","Highlands","Scotland","60.08",142.69,"237.5","Operational","Hogshead",NA,NA,6.91,339.29,99,42,34,4264.19,12.57,29.88,4.32,617.1
"2019-11-24","Tullibardine","Highlands","Scotland","58",277.82,"479","Operational","Butt",NA,"Sherry",12.9,684.29,19,11,4,13628.57,19.92,49.06,3.8,1056.48
"2020-07-26","Tullibardine","Highlands","Scotland","61.5",62.73,"102","Operational","Barrel",NA,"Bourbon",4.57,145.71,28,18,7,1662.24,11.41,26.5,5.8,363.73
"2020-10-25","Tullibardine","Highlands","Scotland","69.7",36.24,"52","Operational","Octave","First Fill","Sherry",2.81,74.29,46,30,23,1981.9,26.68,54.69,19.46,705.3
"2021-08-29","Tullibardine","Highlands","Scotland","68.9",44.63,"64.78","Operational","Octave","First Fill","Bourbon",3.66,92.54,91,26,8,1119.98,12.1,25.09,6.86,306.01
"2024-09-08","Undisclosed Distillery","Lowlands","Scotland","62.5",298,"476.8",NA,"Butt",NA,"Sherry",4.69,681.14,100,45,25,7796.2,11.45,26.16,5.58,1662.3
"2024-09-08","Undisclosed Distillery","Lowlands","Scotland","63",146.6,"232.7",NA,"Hogshead",NA,"Sherry",3.69,332.43,100,45,25,3118.48,9.38,21.27,5.76,845.12
"2024-09-08","Undisclosed Distillery","Lowlands","Scotland","62.3",145.16,"233",NA,"Hogshead",NA,"Sherry",4.69,332.86,100,45,25,4157.97,12.49,28.64,6.11,886.56
"2024-09-08","Undisclosed Distillery","Lowlands","Scotland","62.8",146.32,"233",NA,"Hogshead",NA,"Sherry",3.69,332.86,100,45,25,3118.48,9.37,21.31,5.78,845.12
"2024-09-08","Undisclosed Distillery","Lowlands","Scotland","62.8",146.07,"232.6",NA,"Hogshead",NA,"Sherry",3.69,332.29,100,45,25,3118.48,9.38,21.35,5.79,845.12
"2024-09-08","Undisclosed Distillery","Lowlands","Scotland","63",146.98,"233.3",NA,"Hogshead",NA,"Sherry",3.69,333.29,100,45,25,3118.48,9.36,21.22,5.75,845.12
"2024-09-08","Undisclosed Distillery","Lowlands","Scotland","62.8",145.57,"231.8",NA,"Hogshead",NA,"Sherry",3.69,331.14,100,45,25,3118.48,9.42,21.42,5.81,845.12
"2024-09-08","Undisclosed Distillery","Lowlands","Scotland","62.9",145.11,"230.7",NA,"Hogshead",NA,"Sherry",3.69,329.57,100,45,25,3118.48,9.46,21.49,5.82,845.12
"2024-09-08","Undisclosed Distillery","Lowlands","Scotland","62.7",145.34,"231.8",NA,"Hogshead",NA,"Sherry",3.69,331.14,100,45,25,3118.48,9.42,21.46,5.81,845.12
"2025-05-25","Undisclosed Distillery","Highlands","Scotland","60.3",96.24,"159.6",NA,"Barrel",NA,NA,6.4,228,134,66,22,2041.09,8.95,21.21,3.31,318.92
"2024-09-08","Undisclosed Distillery","Lowlands","Scotland","62.8",139.79,"222.6",NA,"Hogshead",NA,"Sherry",3.69,318,100,45,25,3118.48,9.81,22.31,6.05,845.12
"2024-09-08","Undisclosed Distillery","Lowlands","Scotland","62.3",136.13,"218.5",NA,"Hogshead",NA,"Sherry",3.69,312.14,100,45,25,3118.48,9.99,22.91,6.21,845.12
"2024-09-08","Undisclosed Distillery","Lowlands","Scotland","62.6",140.91,"225.1",NA,"Hogshead",NA,"Sherry",3.69,321.57,100,45,25,3118.48,9.7,22.13,6,845.12
"2024-09-08","Undisclosed Distillery","Lowlands","Scotland","63.1",147.53,"233.8",NA,"Hogshead",NA,"Sherry",3.69,334,100,45,25,3118.48,9.34,21.14,5.73,845.12
"2024-09-08","Undisclosed Distillery","Lowlands","Scotland","62.6",139.79,"223.3",NA,"Hogshead",NA,"Sherry",3.69,319,100,45,25,3118.48,9.78,22.31,6.05,845.12
"2024-10-27","Whitlaw (Highland Park)","Highlands","Scotland","64.5",135.45,"210",NA,"Hogshead",NA,NA,5.82,300,124,67,37,5476.67,18.26,40.43,6.95,941.01
